index,Order ID,Date,Status,Fulfilment,Sales Channel,ship-service-level,Category,Size,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,B2B,fulfilled-by,New,PendingS
80347,404-5570060-5569904,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,581,BENGALURU,KARNATAKA,560097,IN,FALSE,Easy Ship,,
80348,404-5078521-0845958,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,1319,PUNE,MAHARASHTRA,411015,IN,FALSE,,,
80349,408-0507410-7304358,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,735,CHENNAI,TAMIL NADU,600099,IN,FALSE,Easy Ship,,
80350,406-1472994-3930742,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,847,NEW DELHI,DELHI,110075,IN,FALSE,Easy Ship,,
80351,407-3648959-9057123,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,543,BENGALURU,KARNATAKA,560014,IN,FALSE,Easy Ship,,
80352,406-8574657-9685145,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,XXL,Shipped,1,INR,540,PUNE,MAHARASHTRA,411013,IN,FALSE,,,
80353,406-8574657-9685145,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,XL,Shipped,1,INR,540,PUNE,MAHARASHTRA,411013,IN,FALSE,,,
80354,408-0055514-5435528,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,543,MUMBAI,MAHARASHTRA,400056,IN,FALSE,,,
80355,408-1093748-2057909,05-06-2022,Shipped,Amazon,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,0,CUTTACK,ODISHA,753012,IN,FALSE,,,
80356,408-8197098-9331541,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,626,KAILASAHAR,TRIPURA,799277,IN,FALSE,Easy Ship,,
80357,407-5128142-3886760,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,543,GHAZIABAD,UTTAR PRADESH,201009,IN,FALSE,,,
80358,404-0483896-6141124,05-06-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1036,DAHANU,MAHARASHTRA,401602,IN,FALSE,Easy Ship,,
80359,403-4015190-7570700,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,761,BENGALURU,KARNATAKA,560027,IN,FALSE,,,
80360,171-8890039-3140367,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,979,PUNE,MAHARASHTRA,411047,IN,FALSE,,,
80361,408-7963348-3312314,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,597,CHENNAI,TAMIL NADU,600126,IN,FALSE,,,
80362,407-0612232-8190762,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,406,CHENNAI,TAMIL NADU,600119,IN,FALSE,,,
80363,404-1321567-9073925,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,899,JALGAON,MAHARASHTRA,425001,IN,FALSE,Easy Ship,,
80364,408-0015499-4109158,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,0,JAMSHEDPUR,JHARKHAND,831004,IN,FALSE,Easy Ship,,
80365,408-1530382-0255515,05-06-2022,Shipped,Amazon,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1432,PUNE,MAHARASHTRA,412207,IN,FALSE,,,
80366,403-8868910-9507513,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,3XL,Shipped,1,INR,725,NEW DELHI,DELHI,110092,IN,FALSE,Easy Ship,,
80367,402-3056745-6794727,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,XS,Shipped,1,INR,366,MUMBAI,MAHARASHTRA,400055,IN,FALSE,,,
80368,406-8386219-1729161,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,457,COIMBATORE,TAMIL NADU,641041,IN,FALSE,,,
80369,406-8863041-6321918,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,S,Shipped,1,INR,529,NEW DELHI,DELHI,110006,IN,FALSE,,,
80370,407-2013642-9652345,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Blazzer,L,Shipped,1,INR,641,BENGALURU,KARNATAKA,560077,IN,FALSE,,,
80371,404-9297288-2603509,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,847,HYDERABAD,TELANGANA,500091,IN,FALSE,,,
80372,171-0273325-4172362,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,1127,GUNTUR,ANDHRA PRADESH,522004,IN,FALSE,,,
80373,404-2272197-5693920,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,754,Mumbai,MAHARASHTRA,401105,IN,FALSE,,,
80374,407-5855811-8593905,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,517,THANE,MAHARASHTRA,400607,IN,FALSE,,,
80375,171-5790836-6093149,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,607,PALAKKAD,KERALA,678004,IN,FALSE,,,
80376,403-7867332-7965146,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,486,HYDERABAD,TELANGANA,500083,IN,FALSE,,,
80377,171-2706923-4338755,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,292,HYDERABAD,TELANGANA,500084,IN,FALSE,,,
80378,171-8266380-6105124,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,405,Talcher,ODISHA,759116,IN,FALSE,,,
80379,405-6351236-1881921,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Blazzer,XL,Shipped,1,INR,832,PUNE,MAHARASHTRA,411045,IN,FALSE,,,
80380,408-0411143-5115522,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,XXL,Shipped,1,INR,512,KOCHI,KERALA,682013,IN,FALSE,Easy Ship,,
80381,406-5439750-7207531,05-06-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,612,COURTALAM,TAMIL NADU,627818,IN,FALSE,Easy Ship,,
80382,405-5560075-5312319,05-06-2022,Cancelled,Merchant,Amazon.in,Standard,Shirt,S,On the Way,0,INR,357.14,HYDERABAD,TELANGANA,500070,IN,FALSE,Easy Ship,,
80383,405-0146203-5917929,05-06-2022,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,S,Cancelled,0,,,HYDERABAD,TELANGANA,500070,IN,FALSE,,,
80384,406-6958089-3792365,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,969,Navi Mumbai 410218,MAHARASHTRA,410218,IN,FALSE,,,
80385,404-2272181-2363547,05-06-2022,Cancelled,Merchant,Amazon.in,Standard,T-shirt,S,On the Way,0,,,DAHANU,MAHARASHTRA,401602,IN,FALSE,Easy Ship,,
80386,403-0520292-5435529,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1593,KHATRA,WEST BENGAL,722140,IN,FALSE,Easy Ship,,
80387,405-5929473-4226765,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,540,NAGERCOIL,TAMIL NADU,629001,IN,FALSE,,,
80388,406-0505814-3967515,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,725,BHUBANESWAR,ODISHA,751021,IN,FALSE,Easy Ship,,
80389,406-0505814-3967515,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,725,BHUBANESWAR,ODISHA,751021,IN,FALSE,Easy Ship,,
80390,406-9036731-1377116,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,597,NEW DELHI,DELHI,110018,IN,FALSE,,,
80391,406-9036731-1377116,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,486,NEW DELHI,DELHI,110018,IN,FALSE,,,
80392,171-5090950-7915514,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,L,Shipped,1,INR,649,HYDERABAD,TELANGANA,500091,IN,FALSE,,,
80393,171-8610971-1063533,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1036,VENGURLA,MAHARASHTRA,416516,IN,FALSE,Easy Ship,,
80394,405-1295805-1242716,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,725,RAMAGUNDAM,TELANGANA,505209,IN,FALSE,Easy Ship,,
80395,405-3798707-8897923,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,3XL,Shipped,1,INR,1315,New Delhi,DELHI,110015,IN,FALSE,Easy Ship,,
80396,404-2715835-2417923,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,569,GUDALUR THE NILGIRIS DISTRICT,TAMIL NADU,643212,IN,FALSE,,,
80397,404-2708918-6835558,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,597,GUDALUR THE NILGIRIS DISTRICT,TAMIL NADU,643212,IN,FALSE,Easy Ship,,
80398,404-0341625-7797902,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,492,Kalyan,MAHARASHTRA,421306,IN,FALSE,,,
80399,406-2063169-8098732,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Blazzer,L,Shipped,1,INR,744,coimbatore,TAMIL NADU,641006,IN,FALSE,,,
80400,171-0288541-9961179,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,612,HUZUR NAGAR,TELANGANA,508204,IN,FALSE,,,
80401,408-7759144-3909115,05-06-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,1164,VISAKHAPATNAM,ANDHRA PRADESH,530013,IN,FALSE,Easy Ship,,
80402,403-9243973-4950711,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,529,CHIRAKKAL,KERALA,670011,IN,FALSE,Easy Ship,,
80403,402-5917659-9442709,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XS,Shipped,1,INR,1115,Gajwel,TELANGANA,502278,IN,FALSE,Easy Ship,,
80404,171-2326012-7063540,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,1315,JAIPUR,RAJASTHAN,302002,IN,FALSE,,,
80405,408-1334175-2290753,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,XL,Shipped,1,INR,832,UPLETA,Gujarat,360490,IN,FALSE,Easy Ship,,
80406,405-3875404-9787525,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,603,NAGPUR,MAHARASHTRA,440020,IN,FALSE,,,
80407,171-4762006-8968305,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,1033,MADHEPURA,BIHAR,852210,IN,FALSE,,,
80408,404-8577538-4714744,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,969,SECUNDERABAD,TELANGANA,500011,IN,FALSE,,,
80409,403-8498418-0617949,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,3XL,Shipped,1,INR,688,HYDERABAD,TELANGANA,500015,IN,FALSE,,,
80410,403-8498418-0617949,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,688,HYDERABAD,TELANGANA,500015,IN,FALSE,,,
80411,171-1524237-5105940,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,678,THRISSUR,KERALA,680004,IN,FALSE,Easy Ship,,
80412,171-3322344-2298703,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XS,Shipped,1,INR,357,Unnao,UTTAR PRADESH,209861,IN,FALSE,,,
80413,408-6651523-4153969,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1115,NEW DELHI,DELHI,110059,IN,FALSE,,,
80414,404-1797272-1764349,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,301,AGARTALA,TRIPURA,799001,IN,FALSE,,,
80415,408-6910081-6140325,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,872,Greater noida west,UTTAR PRADESH,201301,IN,FALSE,,,
80416,405-3881247-2017950,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,688,PUNE,MAHARASHTRA,411007,IN,FALSE,,,
80417,405-5676828-5362754,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1036,BENGALURU,KARNATAKA,560084,IN,FALSE,Easy Ship,,
80418,171-0230264-6768311,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,969,MADHEPURA,BIHAR,852210,IN,FALSE,,,
80419,404-2534839-0902712,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XXL,Shipped,1,INR,921,BENGALURU,KARNATAKA,560023,IN,FALSE,,,
80420,404-2534839-0902712,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,1089,BENGALURU,KARNATAKA,560023,IN,FALSE,,,
80421,405-1577167-4707531,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,969,EAST DELHI,DELHI,110053,IN,FALSE,Easy Ship,,
80422,403-0948954-6481123,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,S,Shipped,1,INR,725,GHAZIABAD,UTTAR PRADESH,201009,IN,FALSE,Easy Ship,,
80423,405-8416225-2510712,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,1199,NEW DELHI,DELHI,110010,IN,FALSE,,,
80424,402-3300722-3317116,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,1088,Nileshwaram,KERALA,671314,IN,FALSE,,,
80425,407-7898918-3577103,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,405,NEW DELHI,DELHI,110035,IN,FALSE,,,
80426,404-2104898-6870744,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,688,MUMBAI,MAHARASHTRA,400053,IN,FALSE,Easy Ship,,
80427,408-0152464-1670727,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,654,AHMEDABAD,Gujarat,380060,IN,FALSE,,,
80428,406-1537562-9503505,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,L,Shipped,1,INR,540,BENGALURU,KARNATAKA,560010,IN,FALSE,,,
80429,402-0694929-1129903,05-06-2022,Cancelled,Amazon,Amazon.in,Expedited,Shirt,L,Cancelled,0,,,Badsar,HIMACHAL PRADESH,174305,IN,FALSE,,,
80430,405-3126080-9635548,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,S,Shipped,1,INR,725,ERNAKULAM,KERALA,682017,IN,FALSE,Easy Ship,,
80431,408-4891309-9037140,05-06-2022,Cancelled,Amazon,Amazon.in,Expedited,Shirt,XL,Unshipped,1,INR,292,KOTTAYAM,KERALA,686006,IN,FALSE,,,
80432,408-2639022-1271556,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,336,LALITPUR,UTTAR PRADESH,284403,IN,FALSE,,,
80433,408-2639022-1271556,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,336,LALITPUR,UTTAR PRADESH,284403,IN,FALSE,,,
80434,408-2639022-1271556,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,365,LALITPUR,UTTAR PRADESH,284403,IN,FALSE,,,
80435,408-2639022-1271556,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,365,LALITPUR,UTTAR PRADESH,284403,IN,FALSE,,,
80436,405-8823859-9193932,05-06-2022,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,T-shirt,S,Shipped,1,INR,1036,Hyderabad,TELANGANA,500089,IN,FALSE,Easy Ship,,
80437,404-2084322-5520343,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,835,PATNA,BIHAR,800008,IN,FALSE,Easy Ship,,
80438,404-3451621-7869117,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,S,Shipped,1,INR,406,HUBBALLI,KARNATAKA,580031,IN,FALSE,,,
80439,405-4490752-1705110,05-06-2022,Cancelled,Amazon,Amazon.in,Expedited,Wallet,Free,Unshipped,2,INR,836,ALAPPUZHA,KERALA,688505,IN,FALSE,,,
80440,408-1446046-8069161,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,461,NEW DELHI,DELHI,110018,IN,FALSE,,,
80441,403-9663671-7400367,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,L,Shipped,1,INR,692,BATHINDA,PUNJAB,151001,IN,FALSE,,,
80442,403-3940605-3153961,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Perfume,Free,Shipped,1,INR,885,GREATER NOIDA,UTTAR PRADESH,201308,IN,FALSE,,,
80443,403-0167064-6951548,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,3XL,Shipped,1,INR,534,BENGALURU,KARNATAKA,560098,IN,FALSE,,,
80444,402-0428176-8979563,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Wallet,Free,Shipped,1,INR,529,HYDERABAD,TELANGANA,500079,IN,FALSE,Easy Ship,,
80445,406-6541885-9201911,05-06-2022,Cancelled,Amazon,Amazon.in,Expedited,Trousers,XXL,Unshipped,1,INR,463,NOIDA Extention,UTTAR PRADESH,201303,IN,FALSE,,,
80446,406-0162986-4083552,05-06-2022,Cancelled,Merchant,Amazon.in,Standard,Trousers,XXL,On the Way,0,INR,463.81,NOIDA Extention,UTTAR PRADESH,201303,IN,FALSE,Easy Ship,,
80447,408-8698771-4809138,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Wallet,Free,Shipped,1,INR,625,HYDERABAD,TELANGANA,500078,IN,FALSE,,,
80448,407-9957663-3390719,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,399,ERNAKULAM,KERALA,682018,IN,FALSE,,,
80449,407-7432073-8912316,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Trousers,S,Shipped,1,INR,475,KHAMMAM,TELANGANA,507002,IN,FALSE,,,
80450,407-4299159-1470734,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,486,BARBIL,ODISHA,758035,IN,FALSE,,,
80451,407-2574365-2533913,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XL,Shipped,1,INR,597,BARBIL,ODISHA,758035,IN,FALSE,Easy Ship,,
80452,407-2574365-2533913,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,L,Shipped,1,INR,292,BARBIL,ODISHA,758035,IN,FALSE,Easy Ship,,
80453,171-0418579-8062707,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,L,Shipped,1,INR,595,JAIPUR,RAJASTHAN,302017,IN,FALSE,Easy Ship,,
80454,405-8923092-1549912,05-06-2022,Cancelled,Amazon,Amazon.in,Expedited,T-shirt,XL,Unshipped,1,INR,872,NOIDA,UTTAR PRADESH,201301,IN,FALSE,,,
80455,171-4691098-8489159,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,759,,,,,FALSE,Easy Ship,,
80456,408-7641102-2413147,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,6XL,Shipped,1,INR,718,BANGALORE,KARNATAKA,560037,IN,FALSE,,,
80457,405-4110106-0055528,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XXL,Shipped,1,INR,511,KONNAGAR,WEST BENGAL,712235,IN,FALSE,,,
80458,404-0446500-0959511,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Blazzer,S,Shipped,1,INR,842,Imphal,MANIPUR,795004,IN,FALSE,,,
80459,407-0959561-8937952,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,1432,NEW DELHI,DELHI,110041,IN,FALSE,,,
80460,403-0548599-9285100,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,382,Bengaluru,KARNATAKA,560035,IN,FALSE,,,
80461,404-0592952-9882736,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,458,HYDERABAD,TELANGANA,500019,IN,FALSE,,,
80462,403-7534609-1445946,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,437,Pune,MAHARASHTRA,412115,IN,FALSE,,,
80463,403-8507026-5318764,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,382,BENGALURU,KARNATAKA,560105,IN,FALSE,,,
80464,403-2393614-5737151,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,824,PANDHARPUR,MAHARASHTRA,413304,IN,FALSE,,,
80465,408-2650332-8753102,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,759,NAGPUR,MAHARASHTRA,440009,IN,FALSE,,,
80466,404-9463170-5078731,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,597,Karkamb,MAHARASHTRA,413302,IN,FALSE,,,
80467,405-8255299-5377953,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Wallet,Free,Shipped,1,INR,344,PUNE,MAHARASHTRA,411002,IN,FALSE,,,
80468,405-5455805-0362715,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,S,Shipped,1,INR,909,VISAKHAPATNAM,ANDHRA PRADESH,530018,IN,FALSE,,,
80469,404-2297346-9881145,05-06-2022,Cancelled,Merchant,Amazon.in,Standard,T-shirt,XL,On the Way,0,,,BENGALURU,KARNATAKA,560023,IN,FALSE,Easy Ship,,
80470,407-5202669-5149937,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,3XL,Shipped,1,INR,486,MUMBAI,MAHARASHTRA,400072,IN,FALSE,Easy Ship,,
80471,171-6930045-7505906,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,M,Shipped,1,INR,969,NAGPUR,MAHARASHTRA,440037,IN,FALSE,,,
80472,406-3142070-7169155,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,S,Shipped,1,INR,563,trivandrum,KERALA,695004,IN,FALSE,Easy Ship,,
80473,406-3142070-7169155,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Trousers,S,Shipped,1,INR,349,trivandrum,KERALA,695004,IN,FALSE,Easy Ship,,
80474,405-6567589-1422753,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,M,Shipped,1,INR,486,BALIPARA,ASSAM,784101,IN,FALSE,,,
80475,404-2890351-6625116,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,292,NAGERCOIL,TAMIL NADU,629003,IN,FALSE,Easy Ship,,
80476,404-2890351-6625116,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Shirt,S,Shipped,1,INR,292,NAGERCOIL,TAMIL NADU,629003,IN,FALSE,Easy Ship,,
80477,407-2314304-8166732,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,XXL,Shipped,1,INR,1432,gaya,bihar,823002,IN,FALSE,Easy Ship,,
80478,171-6573514-8042710,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XL,Shipped,1,INR,1115,BURLA,ODISHA,768020,IN,FALSE,,,
80479,407-7721354-1674739,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,725,BENGALURU,KARNATAKA,560085,IN,FALSE,Easy Ship,,
80480,407-0053910-5216334,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,T-shirt,M,Shipped,1,INR,1432,SURAT,Gujarat,395017,IN,FALSE,Easy Ship,,
80481,408-1038100-4296364,05-06-2022,Shipped,Amazon,Amazon.in,Standard,Wallet,Free,Shipped,1,INR,0,SECUNDERABAD,TELANGANA,500003,IN,FALSE,,,
80482,404-8457376-5381123,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,T-shirt,XS,Shipped,1,INR,654,GHAZIABAD,UTTAR PRADESH,201007,IN,FALSE,,,
80483,402-5429557-5025934,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,XL,Shipped,1,INR,435,KOLKATA,WEST BENGAL,700029,IN,FALSE,,,
80484,408-7271709-9757939,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,M,Shipped,1,INR,930,PALAMPUR,HIMACHAL PRADESH,176061,IN,FALSE,Easy Ship,,
80485,408-9048875-5501141,05-06-2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,Blazzer,L,Shipped,1,INR,776,TIRURANGADI,KERALA,676306,IN,FALSE,Easy Ship,,
80486,404-0584273-1886758,05-06-2022,Cancelled,Merchant,Amazon.in,Standard,Shirt,S,On the Way,0,INR,278.1,NAGERCOIL,TAMIL NADU,629003,IN,FALSE,Easy Ship,,
80487,404-0584273-1886758,05-06-2022,Cancelled,Merchant,Amazon.in,Standard,Shirt,S,On the Way,0,INR,278.1,NAGERCOIL,TAMIL NADU,629003,IN,FALSE,Easy Ship,,
80488,406-5472428-8118726,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,387,CHENNAI,TAMIL NADU,600116,IN,FALSE,,,
80489,406-5472428-8118726,05-06-2022,Shipped,Amazon,Amazon.in,Expedited,Shirt,L,Shipped,1,INR,457,CHENNAI,TAMIL NADU,600116,IN,FALSE,,,
